date,time,minutes,category,activity,member
2022-08-29,18:00,9,Business,General,d
2022-08-29,18:00,8,Uncategorized,Uncategorized,d
2022-08-29,18:00,8,Reference & Learning,Search,d
2022-08-29,18:00,6,Uncategorized,Uncategorized,d
2022-08-29,18:00,5,Communication & Scheduling,Email,d
2022-08-29,18:00,5,Uncategorized,Uncategorized,d
2022-08-29,18:00,4,Reference & Learning,General,d
2022-08-29,18:00,2,Reference & Learning,General,d
2022-08-29,19:00,725,Business,General,d
2022-08-29,19:00,292,Utilities,Browsers,d
2022-08-29,19:00,237,Design & Composition,Writing,d
2022-08-29,19:00,187,Reference & Learning,General,d
2022-08-29,19:00,162,Reference & Learning,Engineering & Technology,d
2022-08-29,19:00,156,Uncategorized,Uncategorized,d
2022-08-29,19:00,120,Design & Composition,Presentation,d
2022-08-29,19:00,106,Uncategorized,Uncategorized,d
2022-08-29,19:00,93,Uncategorized,Uncategorized,d
2022-08-29,19:00,90,Utilities,General,d
2022-08-29,19:00,73,Business,Intelligence,d
2022-08-29,19:00,59,Reference & Learning,General,d
2022-08-29,19:00,43,Reference & Learning,Search,d
2022-08-29,19:00,39,Reference & Learning,Engineering & Technology,d
2022-08-29,19:00,28,Software Development,General,d
2022-08-29,19:00,28,News & Opinion,General,d
2022-08-29,19:00,26,Communication & Scheduling,Email,d
2022-08-29,19:00,16,Design & Composition,Writing,d
2022-08-29,19:00,15,Reference & Learning,General,d
2022-08-29,19:00,8,Software Development,General,d
2022-08-29,19:00,8,Business,Intelligence,d
2022-08-29,19:00,7,Entertainment,Photos,d
2022-08-29,19:00,6,Reference & Learning,Search,d
2022-08-29,19:00,5,Business,Operations,d
2022-08-29,19:00,3,Reference & Learning,General,d
2022-08-29,19:00,2,Business,General,d
2022-08-29,19:00,2,News & Opinion,General,d
2022-08-29,19:00,1,Reference & Learning,Search,d
2022-08-29,19:00,1,Reference & Learning,Search,d
2022-08-29,19:00,1,Uncategorized,Uncategorized,d
2022-08-29,20:00,2597,Entertainment,Video,d
2022-08-29,20:00,3,Utilities,Browsers,d
2022-08-29,20:00,3,Utilities,General,d
2022-08-29,21:00,538,Entertainment,Video,d
2022-08-29,21:00,22,Utilities,General,d
2022-08-29,23:00,1306,Entertainment,Video,d
2022-08-29,23:00,12,Utilities,General,d
2022-08-29,23:00,3,Utilities,Browsers,d
2022-08-29,0:00,1630,Utilities,Browsers,e
2022-08-29,0:00,1317,Communication & Scheduling,General,e
2022-08-29,0:00,322,Entertainment,Games,e
2022-08-29,0:00,231,Communication & Scheduling,Email,e
2022-08-29,0:00,64,Entertainment,Games,e
2022-08-29,0:00,3,Utilities,General,e
2022-08-29,0:00,3,Utilities,General,e
2022-08-29,0:00,2,Utilities,General,e
2022-08-29,0:00,1,Entertainment,Games,e
2022-08-29,1:00,1022,Utilities,Browsers,e
2022-08-29,1:00,976,Software Development,General,e
2022-08-29,1:00,480,Communication & Scheduling,General,e
2022-08-29,1:00,235,Utilities,Browsers,e
2022-08-29,1:00,83,Utilities,General,e
2022-08-29,1:00,46,Reference & Learning,Search,e
2022-08-29,1:00,23,Uncategorized,Uncategorized,e
2022-08-29,1:00,18,Utilities,General,e
2022-08-29,1:00,15,Utilities,General,e
2022-08-29,1:00,13,Utilities,General,e
2022-08-29,1:00,6,Utilities,General,e
2022-08-29,1:00,4,Entertainment,Games,e
2022-08-29,1:00,2,Utilities,General,e
2022-08-29,1:00,1,Utilities,General,e
2022-08-29,2:00,1407,Uncategorized,Uncategorized,e
2022-08-29,2:00,555,Software Development,General,e
2022-08-29,2:00,491,Communication & Scheduling,General,e
2022-08-29,2:00,128,Utilities,Browsers,e
2022-08-29,2:00,40,Entertainment,Video,e
2022-08-29,2:00,23,Utilities,General,e
2022-08-29,2:00,18,Utilities,General,e
2022-08-29,2:00,17,Reference & Learning,Health & Medicine,e
2022-08-29,2:00,10,Utilities,General,e
2022-08-29,2:00,3,Uncategorized,Uncategorized,e
2022-08-29,7:00,449,Reference & Learning,General,e
2022-08-29,7:00,427,News & Opinion,General,e
2022-08-29,7:00,334,Business,General,e
2022-08-29,7:00,262,Utilities,Browsers,e
2022-08-29,7:00,147,Communication & Scheduling,Instant Message,e
2022-08-29,7:00,71,Communication & Scheduling,Email,e
2022-08-29,7:00,61,News & Opinion,General,e
2022-08-29,7:00,51,Reference & Learning,Health & Medicine,e
2022-08-29,7:00,42,Uncategorized,Uncategorized,e
2022-08-29,7:00,41,Uncategorized,Uncategorized,e
2022-08-29,7:00,38,Utilities,General,e
2022-08-29,7:00,38,Uncategorized,Uncategorized,e
2022-08-29,7:00,30,News & Opinion,General,e
2022-08-29,7:00,25,Other Work,Communications,e
2022-08-29,7:00,22,Design & Composition,Writing,e
2022-08-29,7:00,21,Communication & Scheduling,General,e
2022-08-29,7:00,17,Utilities,General,e
2022-08-29,7:00,16,News & Opinion,General,e
2022-08-29,7:00,16,Utilities,General,e
2022-08-29,7:00,14,Utilities,Browsers,e
2022-08-29,7:00,11,Utilities,General,e
2022-08-29,7:00,10,News & Opinion,General,e
2022-08-29,7:00,8,Uncategorized,Uncategorized,e
2022-08-29,7:00,7,Uncategorized,Uncategorized,e
2022-08-29,7:00,5,Other Work,Communications,e
2022-08-29,7:00,4,Business,General,e
2022-08-29,7:00,4,News & Opinion,General,e
2022-08-29,7:00,4,Business,General,e
2022-08-29,7:00,4,Business,General,e
2022-08-29,7:00,4,Other Work,Communications,e
2022-08-29,7:00,3,News & Opinion,General,e
2022-08-29,8:00,706,Business,General,e
2022-08-29,8:00,377,Utilities,Browsers,e
2022-08-29,8:00,335,Design & Composition,Writing,e
2022-08-29,8:00,318,Entertainment,Video,e
2022-08-29,8:00,258,Utilities,General,e
2022-08-29,8:00,209,Design & Composition,Writing,e
2022-08-29,8:00,150,Communication & Scheduling,Instant Message,e
2022-08-29,8:00,127,Entertainment,Video,e
2022-08-29,8:00,119,Entertainment,Video,e
2022-08-29,8:00,104,Entertainment,Video,e
2022-08-29,8:00,74,Utilities,Browsers,e
2022-08-29,8:00,61,News & Opinion,General,e
2022-08-29,8:00,57,Utilities,General,e
2022-08-29,8:00,50,Entertainment,Video,e
2022-08-29,8:00,42,Entertainment,Video,e
2022-08-29,8:00,30,Uncategorized,Uncategorized,e
2022-08-29,8:00,29,Utilities,Browsers,e
2022-08-29,8:00,23,Uncategorized,Uncategorized,e
2022-08-29,8:00,22,News & Opinion,General,e
2022-08-29,8:00,16,Entertainment,Video,e
2022-08-29,8:00,14,Social Networking,General,e
2022-08-29,8:00,14,Entertainment,Video,e
2022-08-29,8:00,13,Business,General,e
2022-08-29,8:00,11,Utilities,General,e
2022-08-29,8:00,11,Design & Composition,Graphic Design,e
2022-08-29,8:00,10,Design & Composition,Writing,e
2022-08-29,8:00,10,Utilities,General,e
2022-08-29,8:00,9,Reference & Learning,General,e
2022-08-29,8:00,9,Utilities,General,e
2022-08-29,8:00,7,Utilities,General,e
2022-08-29,8:00,7,Design & Composition,Writing,e
2022-08-29,8:00,7,Utilities,General,e
2022-08-29,8:00,7,News & Opinion,General,e
2022-08-29,8:00,6,Utilities,General,e
2022-08-29,8:00,4,News & Opinion,General,e
2022-08-29,8:00,4,Utilities,Browsers,e
2022-08-29,8:00,3,Entertainment,Video,e
2022-08-29,8:00,3,Software Development,General,e
2022-08-29,8:00,3,Design & Composition,Writing,e
2022-08-29,8:00,3,Design & Composition,Writing,e
2022-08-29,8:00,3,Uncategorized,Uncategorized,e
2022-08-29,8:00,3,News & Opinion,General,e
2022-08-29,8:00,3,Uncategorized,Uncategorized,e
2022-08-29,8:00,3,Entertainment,Video,e
2022-08-29,8:00,3,Entertainment,Video,e
2022-08-29,8:00,2,News & Opinion,General,e
2022-08-29,8:00,2,News & Opinion,General,e
2022-08-29,8:00,2,Design & Composition,Writing,e
2022-08-29,8:00,2,Business,General,e
2022-08-29,8:00,2,Business,General,e
2022-08-29,8:00,1,Business,Intelligence,e
2022-08-29,9:00,1807,Reference & Learning,General,e
2022-08-29,9:00,715,Uncategorized,Uncategorized,e
2022-08-29,9:00,211,Entertainment,Video,e
2022-08-29,9:00,178,Entertainment,Video,e
2022-08-29,9:00,165,Entertainment,Video,e
2022-08-29,9:00,153,Entertainment,Video,e
2022-08-29,9:00,140,Entertainment,Video,e
2022-08-29,9:00,114,Entertainment,Video,e
2022-08-29,9:00,37,Entertainment,Video,e
2022-08-29,9:00,34,Communication & Scheduling,Instant Message,e
2022-08-29,9:00,18,Uncategorized,Uncategorized,e
2022-08-29,9:00,13,Business,General,e
2022-08-29,9:00,3,Utilities,General,e
2022-08-29,9:00,3,Entertainment,Video,e
2022-08-29,9:00,2,Entertainment,Video,e
2022-08-29,9:00,2,Entertainment,Video,e
2022-08-29,10:00,639,Uncategorized,Uncategorized,e
2022-08-29,10:00,339,Software Development,General,e
2022-08-29,10:00,334,Communication & Scheduling,Instant Message,e
2022-08-29,10:00,330,Uncategorized,Uncategorized,e
2022-08-29,10:00,209,Software Development,General,e
2022-08-29,10:00,176,Uncategorized,Uncategorized,e
2022-08-29,10:00,160,Utilities,General,e
2022-08-29,10:00,93,Other Work,Communications,e
2022-08-29,10:00,89,Utilities,General,e
2022-08-29,10:00,65,Uncategorized,Uncategorized,e
2022-08-29,10:00,64,Communication & Scheduling,General,e
2022-08-29,10:00,56,Utilities,Browsers,e
2022-08-29,10:00,53,Uncategorized,Uncategorized,e
2022-08-29,10:00,51,Software Development,General,e
2022-08-29,10:00,49,Utilities,General,e
2022-08-29,10:00,41,Reference & Learning,General,e
2022-08-29,10:00,39,Utilities,General,e
2022-08-29,10:00,37,Utilities,General,e
2022-08-29,10:00,28,Software Development,Editing & IDEs,e
2022-08-29,10:00,27,Communication & Scheduling,General,e
2022-08-29,10:00,27,Utilities,General,e
2022-08-29,10:00,26,Uncategorized,Uncategorized,e
2022-08-29,10:00,26,Software Development,Editing & IDEs,e
2022-08-29,10:00,25,News & Opinion,General,e
2022-08-29,10:00,22,Other Work,Communications,e
2022-08-29,10:00,22,Software Development,General,e
2022-08-29,10:00,19,Software Development,General,e
2022-08-29,10:00,18,Other Work,Communications,e
2022-08-29,10:00,18,Uncategorized,Uncategorized,e
2022-08-29,10:00,15,Software Development,General,e
2022-08-29,10:00,15,Communication & Scheduling,General,e
2022-08-29,10:00,15,Utilities,Browsers,e
2022-08-29,10:00,14,Utilities,Browsers,e
2022-08-29,10:00,14,Communication & Scheduling,General,e
2022-08-29,10:00,14,Software Development,General,e
2022-08-29,10:00,13,Uncategorized,Uncategorized,e
2022-08-29,10:00,13,Communication & Scheduling,General,e
2022-08-29,10:00,13,Uncategorized,Uncategorized,e
2022-08-29,10:00,12,Software Development,Editing & IDEs,e
2022-08-29,10:00,11,Uncategorized,Uncategorized,e
2022-08-29,10:00,11,Uncategorized,Uncategorized,e
2022-08-29,10:00,11,Software Development,General,e
2022-08-29,10:00,10,Software Development,General,e
2022-08-29,10:00,10,Utilities,Browsers,e
2022-08-29,10:00,9,Communication & Scheduling,General,e
2022-08-29,10:00,8,Reference & Learning,Search,e
2022-08-29,10:00,8,Software Development,General,e
2022-08-29,10:00,8,Utilities,General,e
2022-08-29,10:00,8,Communication & Scheduling,General,e
2022-08-29,10:00,7,Communication & Scheduling,General,e
2022-08-29,10:00,7,Utilities,General,e
2022-08-29,10:00,6,Utilities,General,e
2022-08-29,10:00,6,Reference & Learning,Search,e
2022-08-29,10:00,6,Utilities,General,e
2022-08-29,10:00,6,Communication & Scheduling,General,e
2022-08-29,10:00,6,Uncategorized,Uncategorized,e
2022-08-29,10:00,5,Software Development,Editing & IDEs,e
2022-08-29,10:00,5,Other Work,Communications,e
2022-08-29,10:00,5,Uncategorized,Uncategorized,e
2022-08-29,10:00,5,Reference & Learning,Search,e
2022-08-29,10:00,5,Reference & Learning,Search,e
2022-08-29,10:00,5,News & Opinion,General,e
2022-08-29,10:00,5,Software Development,General,e
2022-08-29,10:00,5,Design & Composition,Graphic Design,e
2022-08-29,10:00,5,Software Development,General,e
2022-08-29,10:00,5,Software Development,General,e
2022-08-29,10:00,5,Software Development,General,e
2022-08-29,10:00,5,Utilities,Browsers,e
2022-08-29,10:00,4,Other Work,Communications,e
2022-08-29,10:00,4,Other Work,Communications,e
2022-08-29,10:00,4,Other Work,Communications,e
2022-08-29,10:00,4,Reference & Learning,Search,e
2022-08-29,10:00,4,Other Work,Communications,e
2022-08-29,10:00,4,Uncategorized,Uncategorized,e
2022-08-29,10:00,4,News & Opinion,General,e
2022-08-29,10:00,4,Software Development,General,e
2022-08-29,10:00,4,Utilities,Browsers,e
2022-08-29,10:00,4,Software Development,Editing & IDEs,e
2022-08-29,10:00,3,Shopping,General,e
2022-08-29,10:00,3,Software Development,General,e
2022-08-29,10:00,3,Utilities,General,e
2022-08-29,10:00,3,Software Development,General,e
2022-08-29,10:00,3,Utilities,Browsers,e
2022-08-29,10:00,2,Other Work,Communications,e
2022-08-29,10:00,2,Reference & Learning,Search,e
2022-08-29,10:00,2,Utilities,Browsers,e
2022-08-29,10:00,2,Utilities,Browsers,e
2022-08-29,11:00,586,Software Development,General,e
2022-08-29,11:00,441,Communication & Scheduling,Instant Message,e
2022-08-29,11:00,284,Software Development,General,e
2022-08-29,11:00,258,Uncategorized,Uncategorized,e
2022-08-29,11:00,150,Uncategorized,Uncategorized,e
2022-08-29,11:00,147,Communication & Scheduling,Email,e
2022-08-29,11:00,130,Software Development,General,e
2022-08-29,11:00,96,Uncategorized,Uncategorized,e
2022-08-29,11:00,87,Software Development,General,e
2022-08-29,11:00,74,Software Development,Editing & IDEs,e
2022-08-29,11:00,59,Software Development,General,e
2022-08-29,11:00,56,Uncategorized,Uncategorized,e
2022-08-29,11:00,52,Social Networking,General,e
2022-08-29,11:00,51,Uncategorized,Uncategorized,e
2022-08-29,11:00,48,Utilities,Browsers,e
2022-08-29,11:00,43,Software Development,Editing & IDEs,e
2022-08-29,11:00,43,Utilities,General,e
2022-08-29,11:00,40,News & Opinion,General,e
2022-08-29,11:00,31,Software Development,General,e
2022-08-29,11:00,31,Social Networking,General,e
2022-08-29,11:00,31,Utilities,General,e
2022-08-29,11:00,28,News & Opinion,General,e
2022-08-29,11:00,28,Uncategorized,Uncategorized,e
2022-08-29,11:00,25,Software Development,General,e
2022-08-29,11:00,25,Software Development,Editing & IDEs,e
2022-08-29,11:00,24,Communication & Scheduling,General,e
2022-08-29,11:00,22,News & Opinion,General,e
2022-08-29,11:00,22,Utilities,Browsers,e
2022-08-29,11:00,22,Software Development,Editing & IDEs,e
2022-08-29,11:00,22,Utilities,General,e
2022-08-29,11:00,20,Utilities,General,e
2022-08-29,11:00,20,Software Development,Editing & IDEs,e
2022-08-29,11:00,20,Communication & Scheduling,Calendars,e
2022-08-29,11:00,20,Uncategorized,Uncategorized,e
2022-08-29,11:00,19,Business,Intelligence,e
2022-08-29,11:00,16,Utilities,General,e
2022-08-29,11:00,15,Reference & Learning,Search,e
2022-08-29,11:00,14,Uncategorized,Uncategorized,e
2022-08-29,11:00,14,Software Development,Editing & IDEs,e
2022-08-29,11:00,13,Uncategorized,Uncategorized,e
2022-08-29,11:00,13,Software Development,Editing & IDEs,e
2022-08-29,11:00,11,Software Development,General,e
2022-08-29,11:00,11,Reference & Learning,Search,e
2022-08-29,11:00,11,Entertainment,Video,e
2022-08-29,11:00,11,Software Development,General,e
2022-08-29,11:00,10,Reference & Learning,Search,e
2022-08-29,11:00,10,Uncategorized,Uncategorized,e
2022-08-29,11:00,10,Utilities,General,e
2022-08-29,11:00,10,Uncategorized,Uncategorized,e
2022-08-29,11:00,10,Software Development,General,e
2022-08-29,11:00,9,Software Development,Editing & IDEs,e
2022-08-29,11:00,8,Software Development,General,e
2022-08-29,11:00,8,Reference & Learning,Search,e
2022-08-29,11:00,8,Software Development,Editing & IDEs,e
2022-08-29,11:00,8,News & Opinion,General,e
2022-08-29,11:00,8,Software Development,Editing & IDEs,e
2022-08-29,11:00,8,Communication & Scheduling,Calendars,e
2022-08-29,11:00,8,Software Development,Editing & IDEs,e
2022-08-29,11:00,8,Software Development,General,e
2022-08-29,11:00,8,Business,General,e
2022-08-29,11:00,7,Reference & Learning,Search,e
2022-08-29,11:00,7,Reference & Learning,Search,e
2022-08-29,11:00,7,Software Development,General,e
2022-08-29,11:00,7,Utilities,General,e
2022-08-29,11:00,7,Software Development,General,e
2022-08-29,11:00,7,Reference & Learning,Search,e
2022-08-29,11:00,7,Utilities,Browsers,e
2022-08-29,11:00,6,Utilities,Browsers,e
2022-08-29,11:00,6,News & Opinion,General,e
2022-08-29,11:00,6,News & Opinion,General,e
2022-08-29,11:00,6,Uncategorized,Uncategorized,e
2022-08-29,11:00,6,Software Development,General,e
2022-08-29,11:00,5,Reference & Learning,Search,e
2022-08-29,11:00,5,Reference & Learning,Search,e
2022-08-29,11:00,5,Utilities,Browsers,e
2022-08-29,11:00,5,Social Networking,General,e
2022-08-29,11:00,5,Software Development,Editing & IDEs,e
2022-08-29,11:00,5,News & Opinion,General,e
2022-08-29,11:00,5,Software Development,Editing & IDEs,e
2022-08-29,11:00,4,Software Development,General,e
2022-08-29,11:00,4,Utilities,Browsers,e
2022-08-29,11:00,4,Software Development,Editing & IDEs,e
2022-08-29,11:00,4,News & Opinion,General,e
2022-08-29,11:00,4,Entertainment,Video,e
2022-08-29,11:00,4,Software Development,Editing & IDEs,e
2022-08-29,11:00,4,Software Development,Editing & IDEs,e
2022-08-29,11:00,4,Uncategorized,Uncategorized,e
2022-08-29,11:00,4,Communication & Scheduling,Calendars,e
2022-08-29,11:00,4,Software Development,Editing & IDEs,e
2022-08-29,11:00,4,Communication & Scheduling,Calendars,e
2022-08-29,11:00,4,Software Development,Editing & IDEs,e
2022-08-29,11:00,4,Software Development,General,e
2022-08-29,11:00,3,Software Development,General,e
2022-08-29,11:00,3,Software Development,General,e
2022-08-29,11:00,3,Utilities,General,e
2022-08-29,11:00,3,Entertainment,Video,e
2022-08-29,11:00,3,News & Opinion,General,e
2022-08-29,11:00,3,News & Opinion,General,e
2022-08-29,11:00,3,Entertainment,Video,e
2022-08-29,11:00,3,News & Opinion,General,e
2022-08-29,11:00,3,News & Opinion,General,e
2022-08-29,11:00,3,Software Development,General,e
2022-08-29,11:00,3,Communication & Scheduling,Calendars,e
2022-08-29,11:00,3,Utilities,General,e
2022-08-29,11:00,3,Reference & Learning,Search,e
2022-08-29,12:00,934,Software Development,General,e
2022-08-29,12:00,341,Entertainment,Video,e
2022-08-29,12:00,261,Software Development,General,e
2022-08-29,12:00,251,Uncategorized,Uncategorized,e
2022-08-29,12:00,246,Software Development,General,e
2022-08-29,12:00,233,Software Development,Editing & IDEs,e
2022-08-29,12:00,175,Software Development,General,e
2022-08-29,12:00,175,Software Development,Editing & IDEs,e
2022-08-29,12:00,100,Software Development,Editing & IDEs,e
2022-08-29,12:00,90,Design & Composition,Graphic Design,e
2022-08-29,12:00,77,Uncategorized,Uncategorized,e
2022-08-29,12:00,69,Utilities,General,e
2022-08-29,12:00,68,Utilities,General,e
2022-08-29,12:00,61,Communication & Scheduling,Instant Message,e
2022-08-29,12:00,47,Software Development,Editing & IDEs,e
2022-08-29,12:00,42,Software Development,Editing & IDEs,e
2022-08-29,12:00,39,Software Development,General,e
2022-08-29,12:00,37,Uncategorized,Uncategorized,e
2022-08-29,12:00,24,Social Networking,General,e
2022-08-29,12:00,19,Reference & Learning,General,e
2022-08-29,12:00,18,Software Development,General,e
2022-08-29,12:00,17,Software Development,General,e
2022-08-29,12:00,14,Uncategorized,Uncategorized,e
2022-08-29,12:00,14,Software Development,Editing & IDEs,e
2022-08-29,12:00,13,Uncategorized,Uncategorized,e
2022-08-29,12:00,12,Software Development,General,e
2022-08-29,12:00,12,Utilities,Browsers,e
2022-08-29,12:00,11,Social Networking,General,e
2022-08-29,12:00,10,Software Development,Editing & IDEs,e
2022-08-29,12:00,10,Software Development,Editing & IDEs,e
2022-08-29,12:00,9,Software Development,General,e
2022-08-29,12:00,9,Utilities,Browsers,e
2022-08-29,12:00,8,Utilities,Browsers,e
2022-08-29,12:00,6,Social Networking,General,e
2022-08-29,12:00,6,Software Development,General,e
2022-08-29,12:00,5,Reference & Learning,General,e
2022-08-29,12:00,5,Social Networking,General,e
2022-08-29,12:00,5,Utilities,General,e
2022-08-29,12:00,5,Uncategorized,Uncategorized,e
2022-08-29,12:00,5,Software Development,Editing & IDEs,e
2022-08-29,12:00,4,Software Development,General,e
2022-08-29,12:00,4,Software Development,Editing & IDEs,e
2022-08-29,12:00,3,Social Networking,General,e
2022-08-29,12:00,3,Communication & Scheduling,Email,e
2022-08-29,12:00,2,Uncategorized,Uncategorized,e
2022-08-29,13:00,538,Social Networking,General,e
2022-08-29,13:00,511,Entertainment,Video,e
2022-08-29,13:00,427,Software Development,Editing & IDEs,e
2022-08-29,13:00,340,Software Development,General,e
2022-08-29,13:00,197,Social Networking,General,e
2022-08-29,13:00,152,Software Development,Editing & IDEs,e
2022-08-29,13:00,143,Software Development,General,e
2022-08-29,13:00,142,Shopping,General,e
2022-08-29,13:00,105,Social Networking,General,e
2022-08-29,13:00,103,Entertainment,Video,e
2022-08-29,13:00,73,Reference & Learning,Search,e
2022-08-29,13:00,58,Uncategorized,Uncategorized,e
2022-08-29,13:00,58,Software Development,General,e
2022-08-29,13:00,54,Social Networking,General,e
2022-08-29,13:00,53,Uncategorized,Uncategorized,e
2022-08-29,13:00,47,Entertainment,Video,e
2022-08-29,13:00,46,Entertainment,Video,e
2022-08-29,13:00,39,Social Networking,General,e
2022-08-29,13:00,39,Entertainment,Video,e
2022-08-29,13:00,31,Utilities,Browsers,e
2022-08-29,13:00,26,Software Development,General,e
2022-08-29,13:00,23,Social Networking,General,e
2022-08-29,13:00,23,Software Development,General,e
2022-08-29,13:00,22,Social Networking,General,e
2022-08-29,13:00,20,Social Networking,General,e
2022-08-29,13:00,20,Shopping,General,e
2022-08-29,13:00,18,Social Networking,General,e
2022-08-29,13:00,17,Software Development,General,e
2022-08-29,13:00,17,Entertainment,Video,e
2022-08-29,13:00,17,Software Development,Editing & IDEs,e
2022-08-29,13:00,13,Social Networking,General,e
2022-08-29,13:00,13,Shopping,General,e
2022-08-29,13:00,12,Entertainment,Video,e
2022-08-29,13:00,12,Software Development,Editing & IDEs,e
2022-08-29,13:00,10,Software Development,General,e
2022-08-29,13:00,10,Shopping,General,e
2022-08-29,13:00,9,Social Networking,General,e
2022-08-29,13:00,8,Social Networking,General,e
2022-08-29,13:00,8,Reference & Learning,Search,e
2022-08-29,13:00,7,Utilities,General,e
2022-08-29,13:00,7,Social Networking,General,e
2022-08-29,13:00,6,Software Development,Editing & IDEs,e
2022-08-29,13:00,6,Software Development,Editing & IDEs,e
2022-08-29,13:00,4,Reference & Learning,Search,e
2022-08-29,13:00,4,Entertainment,Video,e
2022-08-29,13:00,4,Social Networking,General,e
2022-08-29,13:00,4,Social Networking,General,e
2022-08-29,13:00,4,Social Networking,General,e
2022-08-29,13:00,4,Shopping,General,e
2022-08-29,13:00,4,Entertainment,Video,e
2022-08-29,13:00,4,Entertainment,Video,e
2022-08-29,13:00,3,Social Networking,General,e
2022-08-29,13:00,3,Social Networking,General,e
2022-08-29,13:00,3,Social Networking,General,e
2022-08-29,13:00,3,Social Networking,General,e
2022-08-29,13:00,3,Shopping,General,e
2022-08-29,13:00,3,Entertainment,Video,e
2022-08-29,13:00,3,Entertainment,Video,e
2022-08-29,13:00,3,Entertainment,Video,e
2022-08-29,14:00,939,Software Development,Editing & IDEs,e
2022-08-29,14:00,400,Software Development,General,e
2022-08-29,14:00,326,Software Development,Editing & IDEs,e
2022-08-29,14:00,231,Communication & Scheduling,General,e
2022-08-29,14:00,164,Software Development,Editing & IDEs,e
2022-08-29,14:00,148,Uncategorized,Uncategorized,e
2022-08-29,14:00,140,Software Development,General,e
2022-08-29,14:00,114,Uncategorized,Uncategorized,e
2022-08-29,14:00,102,Uncategorized,Uncategorized,e
2022-08-29,14:00,100,Utilities,Browsers,e
2022-08-29,14:00,89,Communication & Scheduling,General,e
2022-08-29,14:00,59,Social Networking,General,e
2022-08-29,14:00,50,Utilities,Browsers,e
2022-08-29,14:00,45,Communication & Scheduling,General,e
2022-08-29,14:00,44,Software Development,Editing & IDEs,e
2022-08-29,14:00,44,Communication & Scheduling,General,e
2022-08-29,14:00,43,Software Development,Editing & IDEs,e
2022-08-29,14:00,41,Communication & Scheduling,General,e
2022-08-29,14:00,40,Entertainment,Music,e
2022-08-29,14:00,31,Software Development,General,e
2022-08-29,14:00,29,Communication & Scheduling,General,e
2022-08-29,14:00,27,Software Development,Editing & IDEs,e
2022-08-29,14:00,24,Software Development,Editing & IDEs,e
2022-08-29,14:00,23,Software Development,General,e
2022-08-29,14:00,22,Communication & Scheduling,General,e
2022-08-29,14:00,18,Entertainment,Video,e
2022-08-29,14:00,18,Software Development,Editing & IDEs,e
2022-08-29,14:00,16,Software Development,General,e
2022-08-29,14:00,15,Software Development,General,e
2022-08-29,14:00,12,Communication & Scheduling,General,e
2022-08-29,14:00,11,Software Development,Editing & IDEs,e
2022-08-29,14:00,11,Communication & Scheduling,General,e
2022-08-29,14:00,9,Software Development,General,e
2022-08-29,14:00,9,Social Networking,General,e
2022-08-29,14:00,8,Communication & Scheduling,General,e
2022-08-29,14:00,8,Shopping,General,e
2022-08-29,14:00,8,Reference & Learning,Search,e
2022-08-29,14:00,7,Social Networking,General,e
2022-08-29,14:00,7,Utilities,General,e
2022-08-29,14:00,6,Uncategorized,Uncategorized,e
2022-08-29,14:00,6,Utilities,General,e
2022-08-29,14:00,6,Software Development,Editing & IDEs,e
2022-08-29,14:00,5,Entertainment,Video,e
2022-08-29,14:00,5,Software Development,Editing & IDEs,e
2022-08-29,14:00,5,Reference & Learning,Search,e
2022-08-29,14:00,4,Software Development,Editing & IDEs,e
2022-08-29,14:00,4,Communication & Scheduling,General,e
2022-08-29,14:00,4,Reference & Learning,Search,e
2022-08-29,14:00,4,Reference & Learning,Engineering & Technology,e
2022-08-29,14:00,3,Social Networking,General,e
2022-08-29,14:00,3,Social Networking,General,e
2022-08-29,14:00,3,Communication & Scheduling,General,e
2022-08-29,14:00,3,Utilities,Browsers,e
2022-08-29,14:00,3,Entertainment,Video,e
2022-08-29,14:00,3,Utilities,General,e
2022-08-29,14:00,3,Utilities,General,e
2022-08-29,14:00,3,Software Development,General,e
2022-08-29,14:00,3,Utilities,General,e
2022-08-29,14:00,3,Communication & Scheduling,General,e
2022-08-29,14:00,3,Reference & Learning,Search,e
2022-08-29,14:00,3,Reference & Learning,Search,e
2022-08-29,14:00,3,Reference & Learning,Engineering & Technology,e
2022-08-29,15:00,410,Communication & Scheduling,General,e
2022-08-29,15:00,356,Reference & Learning,Engineering & Technology,e
2022-08-29,15:00,253,Software Development,General,e
2022-08-29,15:00,243,Software Development,General,e
2022-08-29,15:00,214,Software Development,Editing & IDEs,e
2022-08-29,15:00,176,Software Development,General,e
2022-08-29,15:00,137,Communication & Scheduling,General,e
2022-08-29,15:00,103,Software Development,Editing & IDEs,e
2022-08-29,15:00,82,Other Work,Communications,e
2022-08-29,15:00,75,Software Development,Editing & IDEs,e
2022-08-29,15:00,67,Uncategorized,Uncategorized,e
2022-08-29,15:00,64,Software Development,General,e
2022-08-29,15:00,60,Social Networking,General,e
2022-08-29,15:00,56,Software Development,General,e
2022-08-29,15:00,54,Software Development,General,e
2022-08-29,15:00,50,Software Development,General,e
2022-08-29,15:00,44,Communication & Scheduling,General,e
2022-08-29,15:00,43,Utilities,Browsers,e
2022-08-29,15:00,42,Software Development,General,e
2022-08-29,15:00,40,Software Development,General,e
2022-08-29,15:00,39,Software Development,General,e
2022-08-29,15:00,34,Software Development,General,e
